spotify_track_uri,master_metadata_track_name,master_metadata_album_artist_name,duration_ms,song_popularity,release_date,is_explicit
spotify:track:0ymjnhjRUHIVcXe22DpWnP,JAY GEE,GEE LEE,87272,31,2022-02-15,False
spotify:track:0ymn3NBfT1W2QW0d7U5kHS,Hadal Ahbek,Issam Alnajjar,209684,0,2020-09-27,False
spotify:track:0ynGGyTrfdwsfqyK8vDh8U,Norwegian Black Metal,Superhumanoids,240671,0,2015-07-23,False
spotify:track:0yodukAf2LaYe9ZzX4xtRS,White Noise - 7k +5.0 dB Gain,Noise Library Samples Bank,128562,64,2021-05-06,False
spotify:track:0ysGIiRbkD0f2WY53AdcmL,Sway,Moose Blood,192013,0,2016-08-05,False
spotify:track:0yt31hMKZMiyIEfiBiLD2N,Whatever It Takes,Imagine Dragons,201240,1,2017-06-23,False
spotify:track:0yt52n9y7QIvy2MbQXnp35,Sleep Paralysis,Bad Suns,186635,0,2014-07-01,False
spotify:track:0ytKXhgiztbSQjHfBTBcUf,Nueve,Peoplemover,198600,5,2015-04-14,False
spotify:track:0ytvsZOerGzUWfHXVT2Sgy,Eternal Youth,RŮDE,205766,62,2017-08-07,False
spotify:track:0yuJtvXsapVOQfNDYxQ5mw,Singularity,Stephan Bodzin,421306,48,2015-06-12,False
spotify:track:0ywcSLk8DBpK0AH8wIx0jw,C.E.O.,The Happy Children,171000,2,2019-04-06,False
spotify:track:0yxf68t9OeaTI3LoGxHYnm,Lettuce • レタス,f5ve,128000,44,2024-05-03,False
spotify:track:0yy2V7si69R9AJwwiOOW5K,莉莉安,宋冬野,252800,49,2013-08-30,False
spotify:track:0z0VoYE73P6rd93gDLzjdF,Heaven Must Be Missing (Re-Recorded / Remastered),Tavares,399705,20,2011-02-01,False
spotify:track:0z1b34WikhOH9ZxU8QDWcv,One Headlight,The Wallflowers,312626,73,1996-01-01,False
spotify:track:0z3WvQSqJmvzzX4azJqGCY,Copper Kiss,Sälen,187404,14,2016-10-07,False
spotify:track:0z3YYobsavHguLTgqg5GC1,Picture in My Mind,PinkPantheress,176930,62,2022-08-10,False
spotify:track:0z4zZNViQ01puQOlAFGGUy,Dollar,Electric Guest,208746,46,2019-10-18,True
spotify:track:0z5ZPs57J2KERwM1tBM2GF,6 Foot 7 Foot,Lil Wayne,248586,4,2011-01-01,True
spotify:track:0z6ZX8rsPkv2Y3UmpFvWDv,I Can't Decide,Last Dinosaurs,198320,0,2013-09-09,False
spotify:track:0z776mgVazsVcW25OW385L,Around You,Harrison,111923,0,2020-12-16,False
spotify:track:0z9UVN8VBHJ9HdfYsOuuNf,Safe & Sound - from The Hunger Games Soundtrack,Taylor Swift,240066,60,2012-01-01,False
spotify:track:0z9dPcBhJvqO06QMaKelUE,Drunk on Halloween,Wallows,237026,52,2018-10-12,False
spotify:track:0zDzOFSvggZ6IGHJllWg3F,Porcelain,Skott,241173,0,2016-07-27,True
spotify:track:0zEKfIm5b8EUcDM3qoPXKX,Lose My Mind (feat. Mr Gabriel),Jai Wolf,258545,1,2019-04-05,False
spotify:track:0zFtfvhSXCZ5xLly68W5LK,Rapidfire,Memorecks,198620,8,2016-01-15,False
spotify:track:0zHhUq3jKocPPcOnJukdqO,Cumbia del Corazon,KINSKI GALLO,202128,0,2014-11-04,False
spotify:track:0zMBgwM8IX7tC0oVSM8hT9,Catch!,Night Tempo,174193,24,2017-11-03,False
spotify:track:0zNMwL1RFQWkcYUPGTUFhs,Suzanne,Françoise Hardy,188266,0,1968,False
spotify:track:0zO8ctW0UiuOefR87OeJOZ,Collard Greens,ScHoolboy Q,299960,78,2014-01-01,True
spotify:track:0zOn9umVAP1HwtWAbApuFB,Looks Like Rain,Passion Pit,235293,28,2015-04-17,False
spotify:track:0zQozK6hcYKac7akteqBgz,Eden,Tkay Maidza,173188,21,2021-07-09,False
spotify:track:0zRtBDhwtIFTfoK2HuURbM,Raindrops Keep Fallin' On My Head,B.J. Thomas,184493,0,2005,False
spotify:track:0zU2NTeAeyzTX53RwiTWN5,Back Seat,Atlas Genius,183026,27,2013-02-19,False
spotify:track:0zUrQU9NqBTL1iAeBZFPFX,Risky Biz,Palmy Chiller,252720,25,2021-05-28,False
spotify:track:0zWojJskYxRpe5KTxtf79S,Something Good,Dan The Man,249547,0,2017-02-24,False
spotify:track:0zXjUo1w3t9MNT6RKYmNHv,VIEWS,Mild Minds,288387,57,2020-03-13,False
spotify:track:0zYqFyhiTj419q56lNsjk0,Don't Know What To Do,BLACKPINK,201081,0,2019-04-05,False
spotify:track:0zaoWwS8RpE3LSDdmkg8TC,In The Dark (with Jhené Aiko),Swae Lee,161146,55,2021-09-03,False
spotify:track:0zbmRwI3Cn0aPCkVIvxQtO,Plastic,Tendencies,195121,0,2021-05-14,False
spotify:track:0zePbRMJ9sd7wsZRlbPQua,Hot Rod,Dayglow,204014,3,2019-11-14,False
spotify:track:0zeeAjrLX2mNacLeefRTGG,La Novela,boy pablo,291750,53,2022-02-11,False
spotify:track:0zfFpF13n1lQ7LoGTGXCUQ,Breathe It In - Radio Edit,SAVI,179166,22,2016-09-16,False
spotify:track:0zidrKJ0Kckn8p2DAPj2JX,Teach Me How to Dougie (Pop Remix Clean),Cali Swag District,223333,0,2011-04-17,False
spotify:track:0zirWZTcXBBwGsevrsIpvT,Clean Baby Sleep White Noise (Loopable),Dream Supplier,142222,96,2020-04-29,False
spotify:track:0zjMu8KUhIjqAa42OPidtD,Gravity,No Doubt,265093,26,2012-01-01,False
spotify:track:0zkE78jc1kjLXrTYd9ZxpO,Murder Ink,Dr. Dre,148293,53,1999-11-16,True
spotify:track:0zkN1s0alVNwIR3Zmt2YGj,Hooked,Pip,246546,0,2014-01-01,False
spotify:track:0zmCScpfToGZKmUP35lzVH,Steve Harvey (feat. Yung Gravy),Engelwood,207026,0,2017-04-02,False
spotify:track:0znCw9dSfsrBGUtxAzd9kD,5 shots,gianni & kyle,181709,0,2018-11-01,True
spotify:track:0znpGssNRK5xBCvxOgfmVS,"Masques et bergamasques Suite, Op. 112: IV. Pastorale",Gabriel Fauré,263533,32,1997-06-11,False
spotify:track:0znsc67nMhP4X9hjhvoyeP,Tick-Tack,ILLIT,129468,78,2024-10-21,False
spotify:track:0zo5H2QWXCkarmPSK2KJvH,Something Good Can Work,Two Door Cinema Club,164186,67,2010-02-17,False
spotify:track:0zpk438tME5VnMgBuE53Z9,Chance,Yuni Wa,171808,31,2015-05-22,False
spotify:track:0zprAoplCMGRaFPLILi6yo,Elmo Slide,Elmo,122474,0,2012-05-22,False
spotify:track:0zsVptJhMxFtZAyywHX19b,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 12, Scene. Allegro - Moderato assai quasi andante",Pyotr Ilyich Tchaikovsky,199493,6,1976-01-01,False
spotify:track:0zulYs8vHhhN0hl8wvYgdv,Electric Love,BØRNS,218160,40,2014-11-10,False
spotify:track:0zy8cgilWfDHQkDGm8g7AU,Mi Delirio,Anahí,195225,25,2009-01-01,False
spotify:track:0zylgdfyj6Ja0j18d4q1mL,Giants (The Knocks Remix),Bear Hands,213536,0,2014-10-27,False
spotify:track:0zzz9l8ZX5vDBJmNHnWOom,North,Clairo,213253,61,2019-08-02,False
spotify:track:1000nHvUdawXuUHgBod4Wv,Panini,Lil Nas X,114893,60,2019-09-13,False
spotify:track:100E1H4muHUd6qWOCe0g7M,Nightfall (Interlude),Tinashe,6493,0,2014-10-01,True
spotify:track:100N8P8WYnz9eCYuLYGflV,Autumn morning,IU,218884,47,2017-09-22,False
spotify:track:1021hX7pYNdx9Kn2qGSHpH,Yellow (Acoustic),Dale Sutton,245810,0,2017-10-25,False
spotify:track:102drGwWljhuxg9svqmbRP,Never Gets Old,Penguin Prison,195560,0,2015-05-04,False
spotify:track:104PUNFxgHGWOJYhrX9g7l,Moonlight Romance,DENKI SAMA,214673,43,2017-11-05,False
spotify:track:104VLQeSRfFwiEoSu8m0jv,The Way You Are,Last Dinosaurs,249067,23,2023-11-10,False
spotify:track:104pmtTQOlmW8Zt2BipGKH,Diane Young,Vampire Weekend,160066,0,2013-05-27,False
spotify:track:1053MnDNNMQNEI5BscOHI9,Companion,Beach Tiger,196853,21,2016-06-29,False
spotify:track:106R5tUsYByg71UYvT2Pin,Candy Pop - Instrumental,TWICE,202013,23,2018-02-07,False
spotify:track:106aeY3Gxrr0hSdo6SCU4y,Call,Francesco Yates,241880,25,2014-06-24,False
spotify:track:109zTcJZq088RiXANFRC7j,Run Away With Me,Carly Rae Jepsen,251319,0,2015-07-17,False
spotify:track:10AHVGfPuolIeoLCZluKw0,I Know You Dragon Warrior,Fisherman,88468,10,2020-10-18,False
spotify:track:10FU0Xm3HQgUH9w2KQAtTk,BonBon,omniboi,202489,0,2016-12-12,False
spotify:track:10FlZYrBzJq0Mibbl8nzz3,Queens,No Suits,164000,9,2017-05-05,False
spotify:track:10GJQkjRJcZhGTLagFOC62,Most Girls,Hailee Steinfeld,204400,67,2017-04-28,False
spotify:track:10HnX8hOyMHSRm2IgmPaSS,I Wanna,The Slaps,268764,0,2019-04-27,False
spotify:track:10I0kt3Oep1DB9vOpHpiGv,Galala,愛是唯一,427916,0,2019-03-16,False
spotify:track:10Igtw8bSDyyFs7KIsKngZ,Freaky Friday (feat. Chris Brown),Lil Dicky,216631,4,2018-03-15,True
spotify:track:10KDBK9mVPI7AAvSCQdLB6,San Francisco,The Lonely Biscuits,210025,0,2017-09-22,False
spotify:track:10LpJJYns7Qc6POnyWJ14A,Surf,Hyper Potions,240774,29,2017-02-07,False
spotify:track:10Nmj3JCNoMeBQ87uw5j8k,Dani California,Red Hot Chili Peppers,282160,77,2006-05-09,False
spotify:track:10Oy0WbsnXzr1W6d5mibVc,Can I Get Get Get,Junior Senior,192546,29,2005-12-09,False
spotify:track:10SXuPEdWMmYgwmFb8zcKp,How come,박혜진 Park Hye Jin,271058,20,2020-06-26,False
spotify:track:10TDWedLT0ttwuBETBBWZQ,Mack the Knife,Bobby Darin,184333,22,2007-10-30,False
spotify:track:10UrwRvVbNsHiw1UGBiMjV,If I Didn't Have You,Vista Kicks,242493,0,2018-07-13,False
spotify:track:10VB8WQapLMFtyAn8RglES,Limousine,Beach Baby,189063,0,2015-10-02,False
spotify:track:10VIlfewAgHts6R3eObdj5,Stars,Kurosuke,280693,29,2023-10-19,False
spotify:track:10VVCjsMTbM39bPzygGSex,Hydrogen,M|O|O|N,289523,53,2011-11-27,False
spotify:track:10Wvk4c7kTpgGGSksI8gPh,How can i forget you girl,87dance,240309,0,2022-01-06,False
spotify:track:10Xbf9OPZmugJ8Zilp7sn5,Drive,Violet Sands,267012,0,2017-03-28,False
spotify:track:10YlQuxblNigpSAi8BrylN,Picky,Joey Montana,180640,43,2015-06-23,False
spotify:track:10ZUDQaAvOjzX6HyjSkmlH,Us Against the World,Clement Marfo & the Frontline,225200,40,2019-06-10,False
spotify:track:10ZcBvFQJlc6zc66Bve9Es,Law & Order : Special Victims Unit (TV Show Intro / Main Song Theme),TV Generation,48533,7,2010-08-01,False
spotify:track:10aghLtnLvtlD3d0BoaPyY,Promise,Matchbook Romance,256226,41,2003-09-23,False
spotify:track:10bBFqe81w8rFVH0NrwqaR,I GOT YOU (Sped Up ver.) (Instrumental),TWICE,156306,24,2024-02-06,False
spotify:track:10bRsrBi8ObwP7kmzQSTxc,Lo Mismo Que A Usted,Tito Rodriguez,189800,32,1966-12-31,False
spotify:track:10c2YrVJUDxCI02XpnJcEY,Go That Far,Bret Michaels,172667,31,2007-02-27,False
spotify:track:10gp9MkJVxbsfJvvbnV0Oa,"At Last (From ""F.I.F.A 16"")",Golden Oldies,181000,0,2015-08-21,False
spotify:track:10gsTFYy7nNUjgaaCT2JhL,Chapter 1 of 7,Spotify,285750,2,2015-05-20,False
spotify:track:10h3uVqKNOKOUVpGGPmZ9p,Hit Me - Remastered,Cold Fronts,211546,8,2015-10-23,False
spotify:track:10hweQwWcUhBcpipYEvCYD,I Fell in Love with You One Night in September,Rook1e,96004,48,2017-09-07,False
spotify:track:10iTEeb8hoM5jBGh0OxBOO,Cheat Codes for Hoes,Shotgun Willy,141577,53,2018-05-23,True
spotify:track:10kymMoVgVTOxuqZPbTjvV,HEEBIE JEEBIES,Ashes To Amber,181719,0,2022-06-24,False
spotify:track:10la9pZeeL51aEjzC02SkI,TRICK IT,TWICE,194000,44,2019-09-23,False
spotify:track:10oNErRgxuE0mMUXrDdm1y,By a Mile,Aer,258613,29,2016-03-25,False
spotify:track:10pCXoG0FfFqk2ltikjuEf,Pour Un Instant,Harmonium,201363,43,1974-01-01,False
spotify:track:10qbHF920zH5K8C8IcE5AL,Turbo Killer,Carpenter Brut,208972,55,2015,False
spotify:track:10sNkTjcPhK9A112WCMIbv,Turn Down,Rittz,251693,46,2014-09-09,True
spotify:track:10sqe2FD4eb8MovY8Nyaii,Talking Body,Tove Lo,238426,42,2015-10-02,True
spotify:track:10vkYRKw6Jjr7try1ir50G,Tired of Being Alone,Al Green,172320,70,1971-08-14,False
spotify:track:10wxcFtii2Jb1k1sUK3eGg,Tyler,Lisbon,161759,0,2017-03-31,False
spotify:track:10xcIQQEJSEIOgG1HvS3t9,Magic,Selena Gomez,169640,46,2009-01-01,False
spotify:track:10yXfuLcIilEbs2JrMU7oY,"Le Carnaval des Animaux, R. 125: VII. Aquarium",Camille Saint-Saëns,161293,42,2000,False
spotify:track:10zQ66l1AwcLtanGsv3Fav,Crush,Hatchie,242915,26,2021-10-08,False
spotify:track:112lQZi5e7i8ohZ4z0e6nu,Panda,Desiigner,246595,0,2015-12-15,True
spotify:track:113sWqjcYyjbb4caE8wVsV,Boom Clap,Charli xcx,169866,46,2014-12-15,False
spotify:track:115g4RFQQE5R4PuJ7UpVNR,Saturday,The Enemy,192706,0,2013-04-23,False
spotify:track:116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),Bad Bunny,210367,7,2018-10-11,False
spotify:track:116flxbuRxpSbzbgob2vno,海辺のふたり,UWANOSORA,306720,33,2014-08-20,False
spotify:track:116kG9vvdUtoprjYtToONt,Beggin' On Your Knees (feat. Victoria Justice),Victorious Cast,193546,60,2011-08-01,False
spotify:track:1170VohRSx6GwE6QDCHPPH,Kilby Girl,The Backseat Lovers,282205,75,2019-01-27,False
spotify:track:1175r6ZmkUjX8dRJLz9Ohk,I Love You So,The Walters,160253,1,2014-11-28,False
spotify:track:117PkfBYudl1lSoFFAvOM4,Estoy Aquí,Shakira,233826,52,2002,False
spotify:track:119c93MHjrDLJTApCVGpvx,C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan,252026,73,1993-11-09,True
spotify:track:11AG1Gj1THx2soxmrsjCpv,Tuesday,Intergalactix,269500,6,2014-08-12,False
spotify:track:11Av7NIWdRnaZq7Dj3gOmg,Nothing More,Guards,229870,22,2014-12-02,False
spotify:track:11C3oTzP4WJ2UlU3TzHtCK,November Rain,Guns N' Roses,536960,0,2004-03-23,False
spotify:track:11CKLSlsRZrLqhSWJKU7eI,Ein Sommernachtstraum (A Midsummer's Night Dream): VI. Notturno,Felix Mendelssohn,333400,32,1994,False
spotify:track:11DSgQUcomai1tTWxVlw6t,Gnossiennes : No. 1 - Lent,Erik Satie,343880,0,2016-01-28,False
spotify:track:11DgH42V7mddXWKyqwqwSR,Halo,The Pass,230281,0,2012-11-06,False
spotify:track:11EOvxJRG665bwRU0z6YVa,Luna,Bombay Bicycle Club,190866,54,2014-02-03,False
spotify:track:11EX5yhxr9Ihl3IN1asrfK,Need You Now,Lady A,277573,72,2010-01-01,False
spotify:track:11FRjm2vaoNZrUeBIpeAdQ,Velleity,Arms Akimbo,222680,0,2017-12-12,False
spotify:track:11FaaDO2HXIFkIeeB4m6fL,Giants,Savoir Adore,234120,0,2016-02-26,False
spotify:track:11Iv8RCFmeImLOpaHYxKb4,Stereo Love - Radio Edit,Edward Maya,185120,70,2009,False
spotify:track:11IzgLRXV7Cgek3tEgGgjw,Under Pressure - Remastered 2011,Queen,248440,73,1982-05-03,False
spotify:track:11Js3Btxm67JiEeGN2G0QL,Quando o Sonho,Troco em Bala,209250,7,2015-07-21,False
spotify:track:11KFOsPj1gf2nHnXBURLD0,Mother & Father,BROODS,187421,0,2014-06-19,False
spotify:track:11Kul1T6RWIvvuh5ctCAgo,Do It Again,Röyksopp,306426,23,2014-05-26,False
spotify:track:11LiySfS6wHuGGExB1nSCL,Miss Idaho,Justin Hurwitz,55546,28,2022-12-09,False
spotify:track:11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,Nirvana,281160,81,1993-09-21,False
spotify:track:11M8c9SHQYpd8DOrmcu25k,Beg for You (feat. Rina Sawayama),Charli xcx,168053,56,2022-03-18,False
spotify:track:11MgD2LnjAig9KtK0ePJtj,Rave Down,Swervedriver,306200,32,1991-09-30,False
spotify:track:11NJ7S8mOyi4OiNE4dK3T8,Culpa do Amor,Mallu Magalhães,200716,24,2017,False
spotify:track:11OjnoPWCLuffiSlxSdLJd,Listen Everybody,Tensnake,98364,11,2014-01-01,False
spotify:track:11P6ab6Sa2LDOjhiH0kpX7,He Is The Same,Jon Bellion,241202,42,2016-06-10,True
spotify:track:11Qfz94iFMV0CJ8yapbYZN,When You Come To My Heart,HWASA,240395,0,2019-03-09,False
spotify:track:11QzaWrUXGcASb7dNprFoL,Dreamer,Ivory Hours,222100,0,2015-06-09,False
spotify:track:11R4ci4AOIXdyThTCJICTl,Pump Up the Love,2 Mello,223790,33,2018-02-23,False
spotify:track:11RIJRbBfyLlJut96itSFd,Energy (Stay Far Away),Skepta,199521,63,2018-06-20,True
spotify:track:11RRkvXd7FvwxLWvtuBIR1,SHOOT!,ITZY,139213,0,2021-04-30,False
spotify:track:11SY8jJkg1CtUgHx37qUlm,Shockandawe,Miguel,150730,26,2017-09-07,False
spotify:track:11TYgi3iw0qPynDychrI8k,Bored of Black,Us and Us Only,195150,0,2017-06-01,False
spotify:track:11WQasJcGWgh3mvR1UiBcm,"Tchaikovsky: The Nutcracker, Op. 71: Miniature Overture",Pyotr Ilyich Tchaikovsky,189085,51,2010-10-11,False
spotify:track:11Wo7FDIdA5nzBW2K3dmOS,Sambinha Bom,Mallu Magalhães,175106,0,2013-10-01,False
spotify:track:11XR0tRT4g5ov4u8M92wbF,Earth Angel (Will You Be Mine),The Penguins,179426,50,1996-01-01,False
spotify:track:11YFUZ60utgGmdd1Sqaa64,Airplane,Langhorne Slim,241946,0,2015-08-07,False
spotify:track:11YIS1oYO09Ov2YjTjIrvU,Fire Treasure,Will Haynes,137273,0,2017-02-14,True
spotify:track:11YovYUVkZdLyOFncbecWL,Our Night is more beautiful than your Day,NewJeans,192411,61,2023-11-24,False
spotify:track:11bD1JtSjlIgKgZG2134DZ,Chasing Cars,Snow Patrol,267933,5,2006-01-01,False
spotify:track:11cufrIGJ6pbcVqJ205Eqe,supermarket,carwash,145333,1,2020-02-13,True
spotify:track:11dHX8VXt8oRJRSgiTYVxR,Keep You Close,Knox Fortune,213839,17,2017-09-22,False
spotify:track:11dTnaie5BRo7EFXuVARSy,CLOUDS,박혜진 Park Hye Jin,196007,39,2021-09-10,False
spotify:track:11fNLqDB47gMKj7BHhR2Qr,Wake up Little Susie,The Everly Brothers,123520,55,1964-08-01,False
spotify:track:11l7yq7taO2zvNSMkhJ3SX,Handshake,Two Door Cinema Club,211093,0,2012-09-04,False
spotify:track:11miTF6mWCpzFnf1m2VFVs,Animals,Coast Modern,214266,0,2017-07-28,False
spotify:track:11mwlVQigqlhzIUroem7NQ,U Know How It Iz,The 1978ers (yU & Slimkat),261521,0,2014-11-11,False
spotify:track:11p5bdVu8qm937RtGtJ4sF,Out 2 Space (feat. Gordon Voidwell),Chiddy Bang,192413,1,2010-09-13,False
spotify:track:11pEKMLmavDu8fxOB5QjbQ,Pipe Down,Drake,205721,72,2021-09-03,True
spotify:track:11qh54D0PKkBwelpDxxiEU,Girl Crush,Little Big Town,193320,67,2014-10-17,False
spotify:track:11rQhdJ4h5IE1dgM7QImco,Um Anjo do Céu (feat. Marceleza) - Natiruts Reggae Brasil - Ao Vivo,Natiruts,193493,51,2016-08-19,False
spotify:track:11sRXH3kzfeN8FncZcSxKR,Flowers/Running,Remlarr,265846,0,2017-11-02,False
spotify:track:11tFJJzGzsB4dGqTaMAmUW,Fox,Bungalow,236469,0,2016-06-15,False
spotify:track:11w7UNvU8VAqssbgXqEYpp,3rD BEST,3D BLAST,242817,20,2021-01-29,False
spotify:track:11zf7m4vw9Ze7cer9Nyhk1,Pleaser,Wallows,187895,65,2017-04-12,False
spotify:track:120brZKDllXEtyCZyLCjoI,Slumville Sunrise,Jake Bugg,179733,26,2013-01-01,False
spotify:track:121hcZty1zWGtswddUN24X,"Symphony No. 3 in D Major, Op. 29, TH 26 ""Polish"": II. Allegro moderato e semplice",Pyotr Ilyich Tchaikovsky,447773,0,2015-10-02,False
spotify:track:121so7t3AeX6nLMvxy9ZP9,Hide and Seek,Imogen Heap,268866,23,2006-04-08,False
spotify:track:122qz1dG8yJgfz7NV22sd4,"25 Preludes dans tous les tons majeurs et mineurs, Op. 31: No. 8 La chanson de la folle au bord de la mer: Lentement",Charles-Valentin Alkan,282000,22,1990-06-08,False
spotify:track:1236ck5XXdLNYiy0KsUwxw,Bad Boy,Dan Croll,208875,0,2017-06-02,False
spotify:track:123NLVEv6EHzPgoAgWBJdA,"A Fistful of Dollars (From ""A Fistful of Dollars"") - Prima",Ennio Morricone,109400,32,2016,False
spotify:track:123W7snVRuONLwn2uMdJB3,Berlin,RY X,170551,0,2013-08-28,False
spotify:track:123u7pGwURuZ5RWPGPttt4,White Noise Dream Machine,White Noise Android,189666,32,2021-04-18,False
spotify:track:123zFAGx0F5ScgrLrCWGDX,"Variations on a Rococo Theme, Op. 33, TH 57: Var: VI. Andante",Pyotr Ilyich Tchaikovsky,156573,56,2013-09-23,False
spotify:track:124NFj84ppZ5pAxTuVQYCQ,Take Care,Drake,277386,75,2011-11-15,True
spotify:track:1265N14L1xyzKNr5XZzuTP,Make Your Move,Hieroglyphics,269386,48,2003-01-01,True
spotify:track:126HWk9JuCt4PHZJAAsgOv,Thé à la menthe (The Lazer Dance Version) [Instrumental],La Caution,255718,56,2005-01-01,False
spotify:track:126JDWAEEW9VfIqkuaFZnR,Stand to Lose,Kyven,228822,0,2009-03-01,False
spotify:track:127Ew4lTVEgpswIZklD49S,Thread,Migrant Kids,201655,15,2016-05-13,False
spotify:track:127QTOFJsJQp5LbJbu3A1y,Toosie Slide,Drake,247058,69,2020-04-03,True
spotify:track:127twwy3iCo1xBRQHyWetU,Cotidiano,Chico Buarque,168373,61,1971-01-01,False
spotify:track:1280ebYtTct0ytDEZdrcvQ,Swoon,Beach Weather,221925,0,2015-08-28,False
spotify:track:1287NimoHeJNaQ5a63Wjua,Fracasso,Pitty,216453,41,2009-08-01,False
spotify:track:129Qx9xs2f9lX3yBKdGqp8,I've Been Waiting,Briston Maroney,211530,0,2018-09-19,False
spotify:track:129lYDVKnWtlJc2PZJviuA,A Dios Le Pido,Juanes,205373,73,2002-01-01,False
spotify:track:129ldjjvnFfA7Ygc8ktYnh,Soft Brown Noise,High Altitude Samples,160002,65,2018-11-15,False
spotify:track:12BaQt9aYdTlEtKreqB5V4,jazz is for ordinary people,berlioz,164000,68,2023-04-07,False
spotify:track:12CdB878c6n94tTlNfPcCv,Who Am I (What's My Name)?,Snoop Dogg,246320,6,1993,True
spotify:track:12CsvOE6ssStQoNooXzYkY,Who Babe,Mtbrd,122723,28,2013-01-20,False
spotify:track:12EZ8YLLqV7luJ15UITo85,Across the Sea (Radio Edit),Falqo,206849,18,2016-03-14,False
spotify:track:12GEv3kB19M52HvybQ6maU,Waves,Electric Guest,186106,0,2012-01-01,True
spotify:track:12GFkeuAGEMNk6q6iul7qF,You Lie All The Time,beabadoobee,251290,48,2019-04-26,False
spotify:track:12HcWfszOZZBZRusrhtHKs,Phone Call,Washed Out,205914,29,2009-09-15,False
spotify:track:12IyTKoAcOYuy7Tl7xindZ,散個步,庸俗救星Vulgar Savior,207720,25,2021-11-29,False
spotify:track:12K4heaHk5aHqb2LDv8gC1,Stay Beautiful - Jamie Ver.,JAMIE,165185,0,2019-08-26,False
spotify:track:12KUFSHFgT0XCoiSlvdQi4,Break Free,Ariana Grande,214840,79,2014-08-22,False
spotify:track:12LZZSvBjSV43XxpqD2WoH,Blue Christmas,Elvis Presley,129173,0,1957,False
spotify:track:12MgpIZd4M2aU2eSV2CrKm,"Além, Porém, Aqui - Ao Vivo",O Teatro Mágico,279080,0,2015-03-17,False
spotify:track:12N7APLqtJvN5CrAnhdh7W,Boyz-N-The-Hood - Remix,Eazy-E,379160,30,2007-01-01,True
spotify:track:12NW2sUhBFz5VUxDZTp3Op,Corazón,Los Auténticos Decadentes,283053,61,1995-08-01,False
spotify:track:12NaMRIhp2K1gSFoPtxRhc,Thoughtful Approaching Thunderstorm,Nature Sounds,570069,42,2012-09-25,False
spotify:track:12Nd9XldCCFrvReRZSW21k,This Ain't Water,Starting Six,180000,0,2012-01-04,True
spotify:track:12OfhDq4NNJnV1LKSRaQOD,Vagabond,Wolfmother,227053,34,2009-07-10,False
spotify:track:12PC4SmRkna9p59ybacGiz,Whales,Hail Mary Mallon,115933,0,2014-11-10,False
spotify:track:12PXcazIOHvj1JSFRtUqGV,See the Light,Foreign Beggars,287632,28,2012-09-01,True
spotify:track:12PlslqAWQUtiLoObNaj8a,Time In A Bottle,Jim Croce,145200,0,1974-01-01,False
spotify:track:12QGzyoz1Twe9EwaVxtOrH,Until,Steven Jame$,214531,31,2016,True
spotify:track:12S1W3Yak2FjyQ0l0xRpgc,Cowboys from Hell,Pantera,243533,74,1990-07-20,True
spotify:track:12TN8RvUTk6KKRYjTETc7o,Game Over!,Harris Cole,206811,39,2016-08-02,False
spotify:track:12TsMkFf8p1aWC6NRZpg5b,Tell Me,King Quartz,196806,17,2016-03-18,False
spotify:track:12V7SoZhV1kNzTfisF0r38,The Giving Tree,Staying For the Weekend,183358,12,2012-11-20,False
spotify:track:12VWzyPDBCc8fqeWCAfNwR,One Dance,Drake,173986,2,2016-05-13,False
spotify:track:12WKmDTEz8TWgqqF2nzVyN,White Noise - Slope 500Hz to 3500Hz - Part 1,Noise Library,119646,41,2021-03-07,False
spotify:track:12XCF2V8N1hFkH2fephyw4,The Shit - Remaster,L Double,338825,27,1996-01-29,True
spotify:track:12Ypr3PCVJ2i7Uwz93q1Vl,Opr,Gesaffelstein,233965,60,2011-07-18,False
spotify:track:12Z5xZWfz7zhkfILP3vA7D,No Disk,moë,237785,19,2023-11-03,False
spotify:track:12ZC7GrMQNo6xXJdN89d8P,It's Not This,Bearson,190769,46,2018-09-21,False
spotify:track:12ZTpSvqoRhlZh6GZZEvuR,Doses & Mimosas,Cherub,323480,51,2013-10-11,True
spotify:track:12bU7EsDacFu3ToZtB0ZQH,Rollercoaster,Bleachers,188866,32,2014-06-10,False
spotify:track:12bXneakzB3jvF6gGyYl4V,Gimme All Your Love,Alabama Shakes,243461,0,2015-03-01,False
spotify:track:12d5QFwzh60IIHlsSnAvps,10 Bands,Drake,177733,62,2015-02-12,True
spotify:track:12dXxH1HvnbmD8yhmXSFJh,Interlude,Jamie Cullum,207111,5,2014-09-01,False
spotify:track:12g3h1bDoCpFRpJrvb5i9K,Crime Cutz,Holy Ghost!,423402,0,2016-04-29,False
spotify:track:12g9IeQzX7xECLNxz8dpb5,I'm In Love With You,The 1975,262623,68,2022-10-14,True
spotify:track:12iaWWiXHVYMoxgi1uvwpF,Sendu,Keenan Nasution,246573,1,1992-04-13,False
spotify:track:12j3KX5TkcAswLUUPMTNqA,Hot Rod,Dayglow,204014,0,2018-09-28,False
