spotify_track_uri,master_metadata_track_name,master_metadata_album_artist_name,duration_ms,song_popularity,release_date,is_explicit
spotify:track:1hvWiKaPK4lgaaCx2Kjlkl,SAN DIEGO,atlas,58815,0,2017-05-24,True
spotify:track:1hwt8oy0hiaTobwpfqA9Fp,Fat Man,Ldw,248351,0,2020-03-17,False
spotify:track:1hyeUTrRd000AXLPDxV4q2,Bated Breath,Tinashe,348506,30,2014-10-01,False
spotify:track:1hzldmpJRCLQ9X2mmKt5p6,Jopping - Instrumental,SuperM,251226,23,2019-10-04,False
spotify:track:1i1CGV1VgC6fAT8RR9LCIZ,Live Your Life,DAY6,188693,34,2018-10-17,False
spotify:track:1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,The Chainsmokers,208373,82,2016-02-05,False
spotify:track:1i1rNVtxbE7rdFfpHuNq2j,Hold My Hand,Jess Glynne,227343,60,2015-02-24,False
spotify:track:1i2BT8khCCaPqIxNhACQ6g,Italo Disco,Last Dinosaurs,226303,0,2018-10-05,False
spotify:track:1i2gMeXwREbvnJe6Uh8w6A,FLESH WORLD (UK),HEALTH,234493,31,2015-08-07,False
spotify:track:1i3HEPW6lOadlqrxGP8jaR,Flannel Cowboy,Ken Pomeroy,264115,0,2021-12-10,False
spotify:track:1i3PAQWuCHMl9nPCsm6ogr,P.S.K. 'What Does It Mean'?,Schoolly D,387440,2,2012-06-12,True
spotify:track:1i5oXyJq9NgmeEi8OxjiEi,Na Posse de Rimas,XEG,208546,10,2009-05-25,False
spotify:track:1i6N76fftMZhijOzFQ5ZtL,Psycho Killer - 2005 Remaster,Talking Heads,261413,73,1977-09-16,False
spotify:track:1i7SdG9mlilr3nFlC3AtGm,Problems,SonReal,220437,0,2017-06-21,False
spotify:track:1i80Ee1kgFckoVUsezMp2q,The Feeling,Afro Bros,164850,16,2018-09-07,False
spotify:track:1i84eCrJbu0EIP5aWToMMa,グライド,Lily Chou-Chou,220240,55,2008-11-26,False
spotify:track:1i9iliTpiPLizleapSg37I,Untitled,MALIQ & D'Essentials,245400,57,2016-02-19,False
spotify:track:1iAyJBksvAI6DQEnzv8l1E,All We Got (feat. KIDDO),Robin Schulz,190218,55,2021-02-26,True
spotify:track:1iAzKpS5HUrwit6zuezPQk,Smooth Criminal (Glee Cast Version) (feat. 2CELLOS),Glee Cast,214680,0,2012-01-31,False
spotify:track:1iBbRj18fUYKWM0vu8PaAP,He's the Greatest Dancer - 1995 Remaster,Sister Sledge,375400,30,1992-08-11,False
spotify:track:1iDcKYNvo6gglrOG6lvnHL,Sympathy For The Devil,The Rolling Stones,377746,1,1968-12-06,False
spotify:track:1iEJ58wArj6J6KbLzg3kU3,Korean Folk Melody,Seoul Music Ensemble,83484,20,2010-05-18,False
spotify:track:1iENpJ7OvlQpr6YBRbmhWA,jasmine,eevee,148071,0,2016-02-10,False
spotify:track:1iF2TYT5ScZ2BStvrrxyrE,Sister Of Pearl,Baio,253439,0,2015-06-16,False
spotify:track:1iFDQQMb63DuSb6boC5F3c,Ride,Elijah Noll,201327,4,2016-07-07,False
spotify:track:1iGOI54dl6Ps1kYlSpPZzg,Overseas,Thundercat,88453,54,2020-04-03,False
spotify:track:1iGgqC6ErWEyaG3XyPd6XS,Take It Over,Mou5ZyZZ,213333,1,2020-05-15,False
spotify:track:1iHLsJuDx2wZRR6dm9eIrv,The Box,Damien Rice,267188,26,2014-11-10,False
spotify:track:1iIhGHzzrzqQfuNkFI2qAn,Any song,ZICO,227226,62,2020-01-13,False
spotify:track:1iJrb9VEBg2M6nJDfX9Yid,Wan Wan Feo,Notes From Under Ground,230223,16,2021-12-28,True
spotify:track:1iKeTiCf0WIGIMAjdVoFFz,Manhattan Haze,I'MIN,229638,38,2021-03-05,False
spotify:track:1iKxfpIJrMOjfAwTj689VA,Alfa Flight (Night Tempo Showa Groove Mix),Night Tempo,239264,0,2021-09-10,False
spotify:track:1iLv1ieT9BZ3qsti9yTCnG,Odio (feat. Drake),Romeo Santos,225000,77,2014-02-25,False
spotify:track:1iLwMxZsicRFj3Ku2ZKXNd,Is There Any Love,Kid Cudi,210773,42,2009-01-01,True
spotify:track:1iMq1SKpMAfEDl7yh9g70j,Work,Iggy Azalea,223196,0,2013-04-02,True
spotify:track:1iNIk3TuSKZi6HCbhmdhI8,Laid Out,Junior Astronomers,196879,0,2017-06-09,False
spotify:track:1iNPlFDLDGjnJZbt11SU1e,Knock You Out,Bingo Players,170000,33,2014-01-01,False
spotify:track:1iOBCjc1IekAWnemXHuc4M,Bala Com Bala,Elis Regina,191360,35,1972-01-01,False
spotify:track:1iPBD72u3nAyFEeardYuBV,Kamikaze,Lil Mosey,139200,0,2018-10-19,True
spotify:track:1iPUQ37hoa4B0ov6gpd47C,Roda Que Se Mexe,Fernanda Abreu,229866,0,2000-08-12,False
spotify:track:1iQ5E4z6CJ38dIzvMI9Wdo,The Watcher,Dr. Dre,206546,69,1999-11-16,True
spotify:track:1iR5fVtsO7qJivaJ1qAxlT,Fireline,Midnight Divide,258653,3,2017-08-08,False
spotify:track:1iT6UULvVOrxeTDuMfuVXt,On the Run,Fat Night,285674,0,2015-10-19,False
spotify:track:1iTbIO32m3hmY8he7gkPiy,Places + Faces,Aminé,161146,35,2019-05-15,True
spotify:track:1iVszLklo5UUFnnnIrVCB6,I Don't Mind,Dj Phat Cat,418064,0,2016-06-13,False
spotify:track:1iWY5c6rZ1Nb7THshcuf6l,Roses,BarbWalters,240000,21,2021-03-26,False
spotify:track:1iX7alZHjDb8VVQ9iPzUfg,Be Cool (feat. Wizzy Wow),Wretch 32,216019,5,2012-11-05,False
spotify:track:1iXEa0FYKZrGjVQmPFu1kB,Soon As I Get Home Tonight,Blah Blah Blah,153156,29,2011-08-23,False
spotify:track:1iXaEf03qPQmq7KdUKZKet,Away,リアムMAZE1981,103850,0,2017-10-08,False
spotify:track:1iY2DB9Bpn1r8mBgoFLBOG,By Any Means,ScHoolboy Q,214333,48,2016-07-08,True
spotify:track:1iZTuY3wspO4DxFXBD58WX,Dammit,blink-182,166266,0,2005-11-01,True
spotify:track:1ia019RqDK2o4QiANR1Dyn,Moment 4 Life,Nicki Minaj,279306,71,2010-01-01,True
spotify:track:1iaDMWePox6RKPWyb5gDfK,All at Once,Passport to Stockholm,208909,7,2015-07-22,False
spotify:track:1idnHc2cTTxZKI4mvKjZOu,Monolove,Bye Bye Badman,177007,27,2017-09-07,False
spotify:track:1ieDsFmQ8UOXyB0ewolkXH,DOWN TOWN,EPO,254213,44,1980-03-21,False
spotify:track:1ieTJuI2QzEGLBBHUIWbs2,Rain Of Gold,Young Empires,196093,40,2013-04-23,False
spotify:track:1ifpj1kT4zH5Tj006ZSd5D,Crystal Sage,DR. GABBA,208421,27,2022-02-25,False
spotify:track:1igEXLyee6uLcPVpWd6GpR,Wrap Your Arms Around Me - Single Version,KC & The Sunshine Band,222560,21,2004-10-26,False
spotify:track:1ihIXI2MVklmJdPvIUxExZ,party (SHUT DOWN),Sik-K,216113,46,2017-06-05,False
spotify:track:1ijP3U4gkxG9SmPBOL7MYV,so this is love,DAY6 (Even of Day),203425,0,2021-01-15,False
spotify:track:1il2M59aOrRTaYEyF9OcqQ,Love Can Be So Hard,Disclosure,246973,36,2018-08-20,False
spotify:track:1il5g8d2T0TLIG15fJwttt,Chains,NightOne Beats,165765,37,2022-12-19,False
spotify:track:1imMjt1YGNebtrtTAprKV7,Love Again,Dua Lipa,258004,56,2020-03-27,False
spotify:track:1inr8IQFXA1am26upyEnSB,Brown Noise Stream,Hum Humming,216993,64,2022-05-08,False
spotify:track:1iokp7f8o2CCxfJDeYzYMG,We On,B. Cooper,243160,0,2015-04-16,False
spotify:track:1ip2IGDWMrUmlaepEbWlL8,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,250266,64,2015-02-10,False
spotify:track:1ipHAtasCy9MnRIj9CXQT8,Destruction,Joywave,184410,22,2016-03-11,False
spotify:track:1iptfB8seLj69LNkSKnwKY,Let Me Go,YONLAPA,242637,0,2019-02-26,False
spotify:track:1iqZjQH18k8SfhsOuhnJTZ,All Night Long,Berlin After Midnight,215487,7,2016-01-20,False
spotify:track:1irXmwdCbngOtucJNd5mSl,Violet City,Mansionair,213515,0,2018-04-05,False
spotify:track:1isYZ4xcfbpQ1AC69byg0L,Mysteria,Kaisaku,318139,31,2020-06-17,False
spotify:track:1it4H1DWwzacpa6lxedYs0,Hand It Over,MGMT,253360,0,2018-01-05,True
spotify:track:1iuljeYz6ZG3GTJOZZkoer,RGF Island,Fetty Wap,173893,63,2015-09-25,True
spotify:track:1ivCIgrYZyE0BvItL4Z8lk,告白氣球,Jay Chou,215146,3,2016-06-24,False
spotify:track:1ixbwbeBi5ufN4noUKmW5a,Paper Planes,M.I.A.,205200,81,2007-08-20,False
spotify:track:1iyYqtHB4w5Jl2BGx71emK,Molecules - Single Version,Atlas Genius,249266,41,2015-06-23,False
spotify:track:1izskv2pMumaC7TWKpitx5,Spike In a Rail,Darren Korb,174062,32,2011-08-05,False
spotify:track:1j06KlPjxkVm69TnSkplZm,Gentle Noise,Zen Minds,162000,21,2021-03-07,False
spotify:track:1j0Y7dypGSWu7M2zoq49Cd,Nothing,Alivvve,213333,41,2018-02-17,False
spotify:track:1j3uIrLXLDOP22tfatPGzr,Go Slow,Tei Shi,212324,0,2015-04-14,False
spotify:track:1j3zXAq0W9cLIpiAXwcYXF,"Girl's Talk (이브, 츄)",LOONA,197468,36,2017-12-28,False
spotify:track:1j56M8iOGH48yuKqj64qGK,Yam Yam,No Vacation,216038,0,2017-05-12,False
spotify:track:1j5yQt5PhUowZSpj6Lr1BJ,Boo Hoo,Safa Gaw,200930,28,2018-02-14,False
spotify:track:1j6NZFHrpc09YmEZuSlmwf,Talk Dirty,Doja Cat,241480,54,2019-11-07,True
spotify:track:1j75fzIDImv5G7NvSW9FNK,All I Want for Christmas Is You,She & Him,258693,24,2016-10-28,False
spotify:track:1j8z4TTjJ1YOdoFEDwJTQa,Ain't It Fun,Paramore,296520,75,2013-04-05,False
spotify:track:1jBUeeZjejklXRbnFEUM83,Aquafina,WHATUPRG,207666,29,2017-11-17,False
spotify:track:1jBbbJQfOKyBsJNVng8eIy,I Know What I Know (with General M.D.Shirinda & The Gaza Sisters),Paul Simon,193373,49,1986-08-12,False
spotify:track:1jCfoQwzEeIuawlCbhM1Kp,Reminiscing,Nora En Pure,258536,41,2022-01-28,False
spotify:track:1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,Elton John,183440,83,1983-05-30,False
spotify:track:1jEH3K14qOijd64Sa052fn,Timeless,Desired,227591,22,2018-03-16,False
spotify:track:1jEOH7uJ3hJjXFm7c9kRZ8,Stronger,ARTY,251972,0,2015-05-05,False
spotify:track:1jEkMWyMKSLgREGszNDZLJ,Someday,Lliam Taylor,202280,35,2016-07-27,False
spotify:track:1jFN0stMzLepoPxvPywGZj,Heart to Break,Kim Petras,225972,55,2018-02-14,False
spotify:track:1jGAjyUVRGbmGYrmF6PX6x,Takeoff,Shanzyan,173570,6,2018-09-05,True
spotify:track:1jHPNCNJ5N1oEQo4n8fPGu,Five 2 Nine Ride,12Vince,182631,22,2015-11-27,False
spotify:track:1jHjNResIoyX23ltZ87OK3,Chowall,tripleS,63026,37,2023-02-13,False
spotify:track:1jIvxe4pkZDvsyP9lfcwYX,Rome,Phoenix,278080,0,2009-01-01,False
spotify:track:1jJci4qxiYcOHhQR247rEU,Kids,MGMT,302840,81,2007-12-14,False
spotify:track:1jKXjxMWlq4BhH6f9GtZbu,TORE UP,Don Toliver,126986,83,2024-06-14,True
spotify:track:1jKeX1vqO02gCogrnj3THz,Vacation,DURDN,181142,47,2021-07-21,False
spotify:track:1jKwagQhPUaK9kgcymjgiX,Over You,Ingrid Michaelson,283226,0,2014-04-15,False
spotify:track:1jMJpPjpr2ps7xXpRnyMB3,Nú Com A Minha Música,Devendra Banhart,244946,0,2011-06-28,False
spotify:track:1jQNuXoP9ppDtPbPqGibRA,Nobody Love,Tori Kelly,202933,0,2015-02-08,False
spotify:track:1jRzdY7oUBOhrylNtiMtBD,Shake Ya Ass (feat. Pharrell Williams),Mystikal,256972,56,2000-09-26,True
spotify:track:1jS7v1W7iS5ND9IYqfOxWo,Lose Yourself,Eminem,326466,48,2005-12-06,True
spotify:track:1jUgZnuDu64tD0l1INKnov,Mientes,Emmerson,248672,0,2014-10-30,False
spotify:track:1jV0utr6mmMZvKa7Uv9Hpt,Attract / Repel,Kid Astray,195533,3,2018-04-27,False
spotify:track:1jVhofEeCAtk1B1pjWpADM,Memory Lane,Not Acezz,135116,0,2024-01-17,True
spotify:track:1jVjOcs7QeQZJXScbqvofI,Time Machine,WILLOW,143640,62,2019-07-19,True
spotify:track:1jWs5P8HQZYdO7NKxSao8K,Mizuiro,Zekk,187896,0,2015-12-30,False
spotify:track:1jXnhl5TFGTEuUBMUw6vCN,Something That's Real,Sayxure,183867,0,2021-06-11,False
spotify:track:1jYiIOC5d6soxkJP81fxq2,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,288876,64,2017-06-22,True
spotify:track:1jZhF1p0fLaVZHAyfjkumE,Social,Smallpools,237391,0,2018-10-19,False
spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,Jack Harlow,139741,73,2020-03-13,True
spotify:track:1jbHCJ8EtvoKfMMYy3bAlN,Mamma Mia,KARA,212950,47,2014-08-18,False
spotify:track:1jc3N7hPqjr46lOGPQ0L18,Here Comes a Good Boy,Louie Zong,133455,11,2018-04-22,False
spotify:track:1jcPcDu2YawPfLhwjYnqK2,"Everybody's Talkin' - From ""Midnight Cowboy""",Harry Nilsson,163586,65,1968-07-01,False
spotify:track:1je8teAQYtOnzG7c10MTw5,Gemini Feed,BANKS,186333,26,2016-08-02,False
spotify:track:1jeQT4ymqWO7TJr4Ei8NLz,Sh-Boom,The Chords,145866,0,2006-01-01,False
spotify:track:1jgSH2KcnT2qVcLMRmEupo,Fico Assim Sem Você,Claudinho & Buchecha,224666,32,2005-01-01,False
spotify:track:1jhrjM26NnMt9iSD7pllmP,It Won't Stop,Sevyn Streeter,258855,32,2013-05-22,False
spotify:track:1ji2kPdjiFCVWHpHwaMd1f,You Fine,Saint Motel,177305,35,2018-11-02,False
spotify:track:1jjLhYePEexexawOF6DgzP,El Colesterol,Fito Olivares y Su Grupo,146013,59,2012-11-12,False
spotify:track:1jkEorRvoRQNo1WZfD1X5q,Hey Julie! (feat. Lil Yachty),KYLE,156442,45,2018-12-03,True
spotify:track:1jlG3KJ3gdYmhfuySFfpO1,I'm with You,Avril Lavigne,223066,75,2002-06-04,False
spotify:track:1jngqCcYYXb6wdGeAcpzyA,Vic,36?,229746,29,2019-02-01,False
spotify:track:1jo3TwNGCXfNdB5uba3ZVv,Killshot,Eminem,253579,71,2018-09-19,True
spotify:track:1jp5LqfL6B2juDpXnUW9Y5,Alive Tonight,Grace Potter,173026,0,2015-01-01,False
spotify:track:1jpsWrhiDXZuhmtTvyLE90,"Mushroom Gorge (From ""Mario Kart Wii"")",Arcade Player,106184,34,2020-08-05,False
spotify:track:1jqB1YzZaDrxYKaFqTDLUe,Grown Up,Danny Brown,139930,0,2012-06-05,True
spotify:track:1jqIPhosdnRj26Rxy9m5V1,ALL I WANNA,HAI-LIFE,271441,14,2022-07-01,False
spotify:track:1jqU3XItMR5JX4P8a3mzaq,Luci,Recess Radio,270624,13,2019-01-03,True
spotify:track:1jsuNY2norISRscbYj5ISS,さみしいかみさま,Daoko,269663,40,2017-12-20,False
spotify:track:1jvqZQtbBGK5GJCGT615ao,This Is the End (For You My Friend),Anti-Flag,192066,51,2006,False
spotify:track:1jwO3wMhwJ98UOqNvBFEkG,Assim Que Se Faz,Luciana Mello,300626,0,2000-06-02,False
spotify:track:1jxSQNrRDy9hkN6BLfch8x,That's My Baby,RIRI,195693,0,2018-02-14,False
spotify:track:1jyddn36UN4tVsJGtaJfem,You Are the Best Thing,Ray LaMontagne,231840,70,2008-10-13,False
spotify:track:1jz1kcdVgc8QUTOktCw0MF,Tempo,Sam The Kid,209426,0,2006-12-04,False
spotify:track:1k0SurwGX4S145b31AOj4N,Vai e Vem,Mallu Magalhães,213259,38,2017,False
spotify:track:1k0hUeY2PANG0syA2l0jQl,Tattoo Tracing,Lone Tusker,152033,0,2022-06-10,False
spotify:track:1k1FQPA7XcNy8PfQdHJPPA,Taking Its Toll,Scenic Route to Alaska,258102,18,2016-09-23,False
spotify:track:1kBEx0DV3uWOmj4m5jESsW,Why Can't We Be Friends?,The Academic,203646,0,2018-01-12,False
spotify:track:1kF9vY7s9DlcPtJFCMyA3k,her smile,Keanu Bicol,235536,55,2022-04-06,False
spotify:track:1kHEuJRasudLhjvnbfc4yS,Blank Space,Taylor Swift,231826,56,2014-10-27,False
spotify:track:1kIu9zpYtWjgrLlsactlna,Jump (Original Mix),The Pointer Sisters,262560,63,1983-04-01,False
spotify:track:1kJQXVkwK89amDCREkALS0,Nouns 1,"Penton Overseas, Inc.",2393173,1,2005,False
spotify:track:1kK6DwzyXJSp58u5HYWwuD,"Go Loko (feat. Tyga, Jon Z)",YG,299226,61,2019-05-24,True
spotify:track:1kLZQfEVrRdp9gU5PSpsVZ,White Noise and Ocean Pouring,Ocean Sounds Plus,207170,47,2017-01-02,False
spotify:track:1kLeO0H9TdEewIZdr7Zi2i,Rooftop Kiss,James Horner,154840,47,2012-06-27,False
spotify:track:1kMY05EnRonunBGdP4Lr3q,Ma che freddo fa,Nada,176193,32,1968-01-01,False
spotify:track:1kMuU3TNQvHbqvXCWBodmP,Right Above It,Lil Wayne,271946,70,2010-01-01,True
spotify:track:1kN6is8YWzmHw8gMSs6Hz4,Musetto,Domenico Modugno,210546,20,2008-02-28,False
spotify:track:1kNAduyssM0OK9ZIwt8vJq,Brighton,Swelo,207412,22,2013-08-03,True
spotify:track:1kNNHQqmlO5Lgw0slxpdL3,Skyline,One Astra,144015,20,2022-10-14,False
spotify:track:1kPg1IntqsqnadMkMMYp6m,Bathroom Song,Hot Flash Heat Wave,188016,0,2015-09-11,False
spotify:track:1kPpge9JDLpcj15qgrPbYX,Good Time,Owl City,205933,77,2012-08-17,False
spotify:track:1kRCeC5TZEatBI3z8gsn8z,Nothin' Left,Death From Above 1979,150373,22,2014-09-09,False
spotify:track:1kSfJ6FTfXou4dAw51xbc1,Otra Era,Javiera Mena,244979,0,2014-10-28,False
spotify:track:1kVnYkELCRyZzKY4E0XMR7,Butterflies,Master Shortie,243666,0,2014-05-06,True
spotify:track:1kXmApTm4wonqscYBoLwxj,All Hands on Deck,Tinashe,221040,54,2014-10-01,False
spotify:track:1kXni6wNR5rodyfPElnSsm,Hear What They Say,Mélonade,191274,22,2020-08-14,False
spotify:track:1kaBZyU084J4HWCDcWby88,Made of Water,The Lighthouse And The Whaler,243430,9,2017-10-06,False
spotify:track:1kaxyXcAi5ZHF3Q94QXsHK,Demon,Lil Wayne,214313,47,2018-09-28,True
spotify:track:1kbGCuCsD7ZhCOYkm8Bnts,Can't Take My Eyes off You,Craymer,240628,0,2019-11-21,False
spotify:track:1kcfGBb6kSrGqNIMW7rAlB,Oh Devil,Electric Guest,217586,54,2017-02-17,False
spotify:track:1kd7biopRPfMlT792e6XVY,Hope I Don't Fall in Love,Eli Smart,279289,1,2019-11-27,True
spotify:track:1kdnONbahlC6i0Qev70B5s,The Scientist (as made famous by Coldplay),Chill Lounge Players,331440,0,2009-05-01,False
spotify:track:1keaMtLAbvcTH1cSNIszG2,Dub Reflex,Celt Islam,301713,14,2011-02-01,False
spotify:track:1kfEJ0w6qRZR9dIOWJGe0J,Whatcha Doin',YESUNG,209808,31,2018-12-17,False
spotify:track:1kgHjcE0F72RDkaA8adtXG,Most Really Pretty Girls Have Pretty Ugly Feet,HNNY,285440,55,2014-05-09,False
spotify:track:1kgdslQYmeTR4thk9whoRw,Tears in Heaven,Eric Clapton,271760,72,1992-01-10,False
spotify:track:1kj7zHhEZWh3SBUoLLqeJ8,Llanto De Luna,Tito Rodriguez,148213,30,1964-12-31,False
spotify:track:1klDxguZO5yyksZzmdCDK7,The Never (feat. LV Baby),Pell,300425,26,2014-05-20,True
spotify:track:1kno0tZJB4JuQp9riQPzZB,Metti una sera a cena,Ennio Morricone,273043,30,1974,False
spotify:track:1kqDfjZwReaIeiIU4BXFKy,Love Deluna,TAEYONG,267742,0,2019-08-24,False
spotify:track:1krycl0zNSW1RkKIDdcKm7,When Do the Bells Ring for Me,Tony Bennett,172546,32,2011-09-20,False
spotify:track:1ktQc9j8bAf4sb8WjJ4ZdC,Taragnawa,Nour-Eddine,285306,1,2003-03-21,False
spotify:track:1ku5L58Htm283WHoi1GdUy,Trust,Half Moon Run,290493,0,2015-08-07,True
spotify:track:1kusepF3AacIEtUTYrw4GV,Paper Planes,M.I.A.,203760,3,2007-01-01,False
spotify:track:1kvb8yHH8DxN2xhXADkD04,The Shade,Metric,216373,0,2015-05-11,False
spotify:track:1kwMFXb0KNngxn0JQVQqzc,I Swear,The Minions,0,0,0000,False
spotify:track:1kxtZoLXIioXYsRI9AtEJv,Kapowski,Mtbrd,232173,20,2019-11-01,False
spotify:track:1l04CzFskMiq7c30lZvr7i,Punk Rock Girl,The Dead Milkmen,158333,38,1988-05-01,False
spotify:track:1l1kutGZYzXajxRUtxdFil,SUPERLIKE,The Academic,190946,0,2019-06-07,False
spotify:track:1l4HGi3YkNZJcPouoGT3K4,Oxford Blood,Autoheart,253424,0,2016-08-26,False
spotify:track:1l4Y5DxxoFrlEbWG5HDRxD,Via Veneto,Phoenix,161066,0,2017-06-09,False
spotify:track:1l4iQsOZ5sOXZPMQLvouaB,Coast (feat. Anderson .Paak),Hailee Steinfeld,166720,64,2022-07-29,False
spotify:track:1l4pI5XmZ54Bl63GDfFu0V,Violino tzigano,Achille Togliani,189197,40,2012-01-01,False
spotify:track:1l6EWkA1SU09w4nkuQORLu,Calm Dog,Pet Music Academy,300578,8,2014-12-09,False
spotify:track:1l7n3I8SoPR4OyLnTm1uqK,Bright - Lost Kings Remix,Echosmith,213856,28,2015-06-29,False
spotify:track:1l8smaCZCRTFNuvM4vlA8I,The Great Divide,In This Moment,251453,0,2008-10-13,False
spotify:track:1lAnSi0iSTbto9WnRcnyC1,Nothing Without Love,Nate Ruess,236773,29,2015-02-23,False
spotify:track:1lB2kyB5h9ceZ388GBfC9L,Jam On It,Newcleus,383600,51,1984,False
spotify:track:1lDx45n8dnAU1v9yct5bxU,El Pecador,Alberto Vazquez,200045,56,1991-12-19,False
spotify:track:1lEPbd3Pf73s28zoem3IxX,We Are Here,Alicia Keys,284683,39,2014-09-15,False
spotify:track:1lF6qMrapdjGraQTRfYtAW,Role Model,Phoenix,273853,0,2017-06-09,False
spotify:track:1lGagmYZPkqyB4bSzLm3e2,Parade Of Punk Rock T-Shirts,Maritime,207373,0,2006,False
spotify:track:1lH4aFo574UODwttaj4Dl3,Gum,Have a Good Season,270677,19,2017-08-11,False
spotify:track:1lHXlGlve5Zx8tXLhyjDwM,Makes Me Wonder,Maroon 5,211080,63,2007-01-01,True
spotify:track:1lHtE5JDCas1EwXhQIMOIj,The Reason,Hoobastank,232800,2,2004-04-27,False
spotify:track:1lJrvOy6ND3tL37DqcdMll,"Objects, Actions and Students in a Classroom or School in Arabic",Global Publishers Canada Inc.,481072,10,2012-07-31,False
spotify:track:1lLRV5Ya7jD3vX8rKFhxy8,Street Market / Love Scene,Michael Small,74959,56,1971,False
spotify:track:1lMoM8GJWakkMcvbb0v0Mu,Gimme A Break,Nicole Millar,183120,0,2018-03-15,False
spotify:track:1lNFUN2jariWfO9QV10tvG,Turn! Turn! Turn! (To Everything There Is a Season),The Byrds,234666,41,2001-10-02,False
spotify:track:1lNl7zRexUwxQ20OKONF3A,Can't Shake You,Gloriana,266973,39,2012-07-27,False
spotify:track:1lOM29i8QvfVw87nVqY5Mm,Humongous - Single Version,Declan McKenna,312671,31,2017-06-09,False
spotify:track:1lOe9qE0vR9zwWQAOk6CoO,Ransom,Lil Tecca,131240,86,2019-08-30,True
spotify:track:1lPV4xGNOoXl74AkNNjjMC,Heile Welt (feat. Olli Banjo),OK KID,287866,18,2013-04-05,False
spotify:track:1lPf8YxChHvtxZIV2rNAF4,Forget You,Rusty Machines,264150,0,2014,False
spotify:track:1lPmcj3U6JVR9EyY8Sp0u3,Running Out of Time,Desired,214426,12,2020-02-21,False
spotify:track:1lQ1CFLfw2mTlR5xeOywdk,Private Show,Britney Spears,234796,0,2016-08-04,False
spotify:track:1lQZ7fJRndezv3hnEtadcI,Outlands,Daft Punk,162501,46,2010-12-03,False
spotify:track:1lUXBhmQYL8k0YkPVV6j6I,Hear Your Heart,James Bay,182200,28,2014-12-15,False
spotify:track:1lWoPg6qu3RNLeXkt1OPmh,"The Isle of the Dead, Op. 29",Sergei Rachmaninoff,1120000,41,2000-01-01,False
spotify:track:1lX91uQ0AHXD80zLWH7S31,Walk,Kwabs,214149,37,2014-10-03,False
spotify:track:1lXMRecHWN8fBRBlhZMGJ7,Don't Look Down,JMRA,158240,7,2022-01-07,False
spotify:track:1lYbIS0H14ElPEfl2Okyi9,Something Good,Beach for Tiger,205971,6,2017-09-01,False
spotify:track:1lZbxQcKkq7LPyWdzZUhkS,まわれ まわれ,Hiyajo Atsuko,297733,40,1999,False
spotify:track:1laalf0THR0WmH8DxVPxzf,Strawberry Shortcake,Goodie Bag,303782,36,2019-03-22,False
spotify:track:1lb0KfG9EyfSBsEifTUtXY,someday i'll get it,Alek Olsen,94750,76,2023-10-26,False
spotify:track:1lbaWATCmLmjZ3nyV5mU0D,surf,george,157720,24,2020-09-01,False
spotify:track:1lbgPy6qUbszFfZwQVec97,Intrigued,Nico & Vinz,197857,34,2017-06-22,False
spotify:track:1leRbulIXBxhHMjnRSeAY9,New Flame,Chris Brown,243640,0,2014-06-29,False
spotify:track:1lfhZpDzijEUwF8EI2Jgho,California Lovers,Tori Kelly,220960,2,2015-06-23,False
spotify:track:1lfjTOtTRUDkzcmahA4lcs,"I'll Be There for You (Theme from ""Friends')",The Rembrandts,187293,53,1995,False
spotify:track:1lge9PphTqgL3k7fidOo3j,Arena (feat. Chris Brown & T.I.),B.o.B,267893,31,2012-04-27,True
spotify:track:1lguQJjlNrIOoOylYVZN3M,The Judge,Twenty One Pilots,297760,65,2015-05-15,False
spotify:track:1lhiYiILAbxoAfmN2bLIpS,Dreamin',Posture,182549,0,2016-05-27,False
spotify:track:1li0WHMIRXN6PCLjT5CWf6,Clouds of Pink,Orbit Noise,164300,61,2023-03-01,False
spotify:track:1ljDqGWAttjNr1PeS3SKJX,Lucky Star - 8-Bit Version,8 Bit Universe,242497,4,2015-06-05,False
spotify:track:1ljzHUgt2SU2ADkhfa9eBC,Tightrope (feat. Big Boi) - Big Boi Vocal Edit,Janelle Monáe,262586,50,2010-05-17,False
spotify:track:1lliXZhI3wLAY9tMVvcIWH,The Other Way,Wetter,212071,0,2017-05-16,False
spotify:track:1lloYB6uHOTDmheiWsq4DL,Ruby Rosary (feat. J. Cole),A$AP Rocky,256786,64,2024-09-06,True
spotify:track:1lna1dPrxOOo1LUEfXEVmY,Parking Lot,The Hails,264360,0,2017-07-20,False
spotify:track:1lpLrlyweOShEKXT1bpcDd,Looking Out for You,Joy Again,179499,4,2015-11-06,False
spotify:track:1lqVMNQP58gHjjK9zt2ywg,Trust You,Rob Thomas,188373,12,2015-05-26,False
spotify:track:1lqzxwsnHmRmbjtcHkgvE6,"Piano Sonata No. 25 in G Major, Op. 79: II. Andante",Ludwig van Beethoven,190226,0,2010-08-24,False
spotify:track:1lr7QGyV5RohlODzAqnuZA,Back In Time,Huey Lewis & The News,258866,56,2006-01-01,False
